model,scenario,year,project_id,asset_class,region,base_dep_factor_GHG_tCO2e,base_dep_factor_Employment_FTE,base_dep_factor_Water_1000m3,base_dep_factor_ValueAdded_M$,GHG_dep_tCO2e,Employment_dep_FTE,Water_dep_1000m3,ValueAdded_dep_M$
OSeMOSYS,SSP4-6.0,2025.0,Rail_EU_OP1,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,27.68651517877,2.0372550023111113,0.2640608879715635,0.18085184146755556
OSeMOSYS,SSP4-6.0,2025.0,Rail_EU_OP2,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,19.164988099833334,1.4086638705333336,0.18284376411972897,0.12507519721533336
OSeMOSYS,SSP4-6.0,2030.0,Hydro_AF,Energy,Africa,86.12986666666667,88.57431111111111,135.62453333333335,117.90835555555554,13057.255301601395,903.7658620995055,123.56733079828793,41.31262327673733
OSeMOSYS,SSP4-6.0,2030.0,Hydro_AS,Energy,Asia,87.99653333333333,90.44097777777777,141.1452,123.18168888888889,51577.92484833499,4462.0335364613775,531.4395605609463,225.96520160844688
OSeMOSYS,SSP4-6.0,2030.0,Hydro_EU,Energy,Europe,85.63893333333334,88.08337777777778,122.1276,115.22595555555556,286.4074482772,35.167699490155556,2.7289402714943485,3.0244499559303053
OSeMOSYS,SSP4-6.0,2030.0,Proj_001,Health,LATAM,79.72986666666668,79.72986666666668,105.66875555555555,106.03991111111111,95171.51423750483,6441.1404859526,814.4072992058626,354.9552207016987
OSeMOSYS,SSP4-6.0,2030.0,Proj_002,Health,Africa,78.79653333333333,78.79653333333333,111.18008888888889,108.13057777777777,9840.942001521693,698.4108439070333,100.3529106645654,33.00122511875613
OSeMOSYS,SSP4-6.0,2030.0,Proj_003,Health,Europe,78.3056,78.3056,97.68315555555557,105.44817777777777,9039.183091201126,1244.8116108784832,100.2249404847518,108.82733643375552
OSeMOSYS,SSP4-6.0,2030.0,Rail_EU_DEV,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,253306.9839430062,36584.176375662995,2409.025080680976,2687.049846622133
OSeMOSYS,SSP4-6.0,2030.0,Rail_EU_OP1,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,14.45083037388,2.144349535411111,0.16617638918773295,0.19017155081605555
